doc_name,node_ix_src,text_src,label,edits,edits_count
7-1641,7-1641_v1_report40329_8@1,"As expected the results of the review are low, so are these numbers from recent research? What is the time period of those that made access to data? Did you see a change over time, those identified are from 2015 onwards for example.",Edit suggestion_explicit,7-1641_v2_16@4===nan;7-1641_v2_17@0===7-1641_v1_16@0,2
7-1641,7-1641_v1_report40329_9@0,Who participated in the workshop? Agencies from where? I think this would be important given the focus on low to middle income countries.,Edit suggestion_implicit,,0
7-1641,7-1641_v1_report40329_10@0,"How many people interviewed? And who were they? Was this semi-structured/structured interviews, and how did you interpret the transcripts?",Edit suggestion_implicit,,0
7-1641,7-1641_v1_report40329_10@1,Providing some context will help determine the value of the comments and confidence about the interpretation of the interviews.,Weakness,,0
7-1641,7-1641_v1_report40329_11@0,"Concluding section - Ethical issues may also need to be reviewed, are participants made aware at time of consent that the data collected for the specific study can later be used [secondary data] for other studies?",Edit suggestion_explicit,7-1641_v2_31@3===nan,1
7-1641,7-1641_v1_report40329_12@0,"In terms of publicly accessible data management plans, is this the role of the funder and/or the researchers? If research protocols are 'meant' to be in the public domain then data sharing and statistical analysis plans should be as well? All funders approach these areas differently, so caveats around this may need to be mentioned.",Edit suggestion_implicit,7-1641_v2_32@0===7-1641_v1_31@0,1
7-1641,7-1641_v1_report40329_12@1,"Possibly further consideration of these policies and how they could be standardised across funders, although consideration of early phase research to phase three studies may be required.",Edit suggestion_implicit,7-1641_v2_32@2===7-1641_v1_31@2,1
7-1641,7-1641_v1_report40329_13@0,Is this applicable to industry and pharma? How does this relate to them considering the sensitivity of data? How does this relate to AllTrials? (http://www.alltrials.net/),Edit suggestion_implicit,,0
7-1641,7-1641_v1_report40329_14@0,"How does data sharing fit into the wider agenda of transparency, accountability and credibility of research? Stating the larger viewpoint may strengthen the paper.",Edit suggestion_implicit,,0
7-1641,7-1641_v1_report40330_3@0,They also reported 65% of these papers gave no information on how to find or access the data (does the 65% refer to the 319 papers or the 98?).,Edit suggestion_implicit,7-1641_v2_20@2===7-1641_v1_20@2,1
7-1641,7-1641_v1_report40330_4@0,"They provide several recommendations, but outside of the checklist the recommendations seem more aspirational and more about why one would want to or should share data. But as framed are not easily actionable.",Weakness,,0
7-1641,7-1641_v1_report40330_9@0,The discussion needs to capture more of the following:,Weakness,,0
7-1641,7-1641_v1_report40330_10@0,"There are legitimate concerns about early or premature data sharing that are not discussed, especially focusing on low resource research entities and the power dynamics that leverage the early release of data to the public as an opportunity for resource intensive researchers to leverage the data not only for “public good” but for their gain with no need for attribution to or sharing of downstream resources with the low resource entities that conducted the work.",Edit suggestion_implicit,,0
7-1641,7-1641_v1_report40330_11@0,Releasing data in the absence of the context of much of the data can lead to significant misinterpretation of the data.,Weakness,,0
7-229,7-229_v1_report31795_1@1,"However, I have some major concerns regarding the way the study was conducted and little information is provide to explain the study areas.",Weakness,,0
7-229,7-229_v1_report31795_3@0,"Comments: Provide additional information, size area of each study area? When the secondary forest was logged? Explain about the shrub swamp here.",Edit suggestion_explicit,7-229_v2_16@1===nan;7-229_v2_16@2===nan;7-229_v2_24@2===7-229_v1_25@2,3
7-229,7-229_v1_report31795_5@0,Comments: I’m quite confused about the field survey because not much information is provided in the current text.,Weakness,,0
7-229,7-229_v1_report31795_5@1,"Do you have enough number of spatial replicates to perform GLMMs. And with just data from 12 sites, you can confidently say the results really have answered the research questions.",Edit suggestion_implicit,,0
7-229,7-229_v1_report31795_5@3,Why you did not move the autonomous recorders to other points or sites?,Weakness,7-229_v2_17@4===nan,1
7-229,7-229_v1_report31795_5@7,I suggest the authors to write a caveat regarding the small sample size in the discussion.,Edit suggestion_implicit,,0
7-229,7-229_v1_report31795_5@9,The sound recording method should be complemented with other sampling methods next time.,Weakness,,0
7-229,7-229_v1_report31795_7@0,Comments: Provide the summary statistics for each variable.,Weakness,,0
7-229,7-229_v1_report31795_9@0,Comments: Did you include the different sampling month into the modelling work?,Weakness,,0
7-229,7-229_v1_report31795_11@0,"Comments: After doing bird survey for ten months, your results are not very impressive compared to conventional sampling methods.",Weakness,,0
7-229,7-229_v1_report31795_11@1,Perhaps you need to have more sites or at least 30-40 points/lines per site.,Weakness,,0
7-229,7-229_v1_report31795_13@0,Comments: The reference list is not comprehensive.,Edit suggestion_implicit,,0
7-229,7-229_v1_report31795_13@1,Authors should search and cite recent published bird studies in tropical peat swamp forest of SEA.,Edit suggestion_implicit,,0
7-229,7-229_v1_report31795_13@2,Some articles cited in the text are not about studies from tropical peat swamp forests.,Edit suggestion_implicit,,0
7-229,7-229_v1_report32057_2@0,The introduction is fairly generic in my opinion and focuses on issues that are not the central tenet of the results that are shown.,Edit suggestion_implicit,,0
7-229,7-229_v1_report32057_2@3,"Rather than focus on issues that you did not measure (i.e. hunting, flooding, etc) keep the introduction more centralized on the things you did measure and it would be a clearer paper.",Edit suggestion_implicit,,0
7-229,7-229_v1_report32057_3@2,"While I find the logic of doing this reasonable, I do not remember you having this level of accuracy in distance estimation (i.e. to the metre).",Weakness,7-229_v2_19@2===7-229_v1_20@2,1
7-229,7-229_v1_report32057_3@3,It seems like given the novelty of your approach that you need to provide an appendix highlighting how you do this and where this level of accuracy comes from.,Edit suggestion_implicit,,0
7-229,7-229_v1_report32057_3@4,At a minimum I think you must let the reader know that this is an estimate and recognize there is error because I find it very unlikely that you can do this to a metre for every species.,Edit suggestion_implicit,7-229_v2_19@2===7-229_v1_20@2,1
7-229,7-229_v1_report32057_3@6,It is likely that such error is random between habitats but you have to make this an explicit assumption.,Weakness,7-229_v2_19@2===7-229_v1_20@2,1
7-229,7-229_v1_report32057_4@0,The use of 20 minute point counts from the same day is very reasonable for richness and calling rates etc. But I have significant concerns about double counting of the same individual over that duration.,Weakness,,0
7-229,7-229_v1_report32057_4@1,Birds move and how a listener can track the number of individuals that occur over that interval is likely very problematic.,Weakness,,0
7-229,7-229_v1_report32057_4@2,You need to justify that this did not occur for people to believe this numerical estimates.,Weakness,,0
7-229,7-229_v1_report32057_4@3,How you analyzed abundance is unclear regardless (see below).,Weakness,7-229_v2_20@4===7-229_v1_21@4;7-229_v2_37@0===nan,2
7-229,7-229_v1_report32057_5@0,"In the methods you never use the terms alpha, beta or gamma when describing richness.",Edit suggestion_implicit,7-229_v2_20@3===7-229_v1_21@3,1
7-229,7-229_v1_report32057_5@1,Yet the figures do. You need to clarify the equations used to calculate beta in particular.,Weakness,,0
7-229,7-229_v1_report32057_5@2,How beta is computed needs to be described and the results described given the figure that includes it.,Weakness,,0
7-229,7-229_v1_report32057_5@3,No measurement of beta diversity that I have read would have the range you shown in figure 2 so clarification of how is essential.,Edit suggestion_implicit,,0
7-229,7-229_v1_report32057_6@7,What I am not clear is whether or not the ADONIS test incorporates this repeated measure component.,Weakness,7-229_v2_22@0===7-229_v1_23@0,1
7-229,7-229_v1_report32057_6@8,The other issue in analyses that is unclear is you say you use the sum of the maximum number of individuals vocalizing simultaneously.,Weakness,,0
7-229,7-229_v1_report32057_6@10,If so then is this a mixed model or are you using the maximum from each count with a random effect for site?,Weakness,,0
7-229,7-229_v1_report32057_6@11,Would you not then need to control for month of the year?,Weakness,,0
7-229,7-229_v1_report32057_7@0,Nowhere do I see rationale for using an 83% confidence interval.,Weakness,7-229_v2_28@1===nan;7-229_v2_33@1===nan,2
7-229,7-229_v1_report32057_7@1,It is rather atypical so should be justified.,Weakness,7-229_v2_28@1===nan,1
7-229,7-229_v1_report32057_8@0,The discussion fails to recognize the significant limitation of this study which is replication.,Weakness,,0
7-229,7-229_v1_report32057_8@2,Since most of the other variables build from alpha richness it is not particularly surprising that the null models fit the best.,Weakness,,0
7-229,7-229_v1_report32057_8@3,So making a really strong statement that there is no difference is not really a solid argument.,Weakness,,0
7-229,7-229_v1_report32057_8@4,"There is not a huge effect size clearly, but with 100 replicates in each habitat then I suspect you would support far more complex models and be able to draw stronger conclusions.",Weakness,,0
7-229,7-229_v1_report32057_9@0,The discussion also goes into talking about issues of this park that are not presented with the actual results.,Weakness,,0
7-229,7-229_v1_report32057_9@1,While these things maybe happening their role in what is described as the question of concern seem like filler rather than important context from the research that was conducted.,Weakness,,0
7-407,7-407_v1_report32577_2@0,"P.2, Line 21: Not sure I would agree with ‘body predicting moments ahead of time’ as this suggests understanding – try ‘reacting ahead of time’ or simply ‘physiological changes ahead…’",Edit suggestion_explicit,7-407_v2_10@7===7-407_v1_7@7,1
7-407,7-407_v1_report32577_3@1,Were any clear differences in PAA effects reported between these tasks?,Edit suggestion_implicit,,0
7-407,7-407_v1_report32577_4@0,"Also, given the ‘broad range of physiological measures’ used to assess such changes were there any key differences here?",Weakness,,0
7-407,7-407_v1_report32577_5@0,"P.2, Para 2, final sentence: the ‘evidence from mainstream research’ – what specifically does this refer to? Behavioural effects?",Edit suggestion_explicit,,0
7-407,7-407_v1_report32577_5@1,Ie changes in accuracy and/or response times and if so could do with a clear reference.,Weakness,,0
7-407,7-407_v1_report32577_6@0,"P. 2, Para 3, line 9: ‘forwarded’ doesn’t make sense.",Edit suggestion_explicit,7-407_v2_12@3===7-407_v1_9@3,1
7-407,7-407_v1_report32577_6@1,Do you mean ‘proposed as a potential framework/theory’?,Edit suggestion_explicit,,0
7-407,7-407_v1_report32577_7@0,"P. 2, Para 3: Not sure I’d agree that using physiological markers to ‘predict’ future events is a ‘second objective’ measure.",Weakness,,0
7-407,7-407_v1_report32577_8@0,"P. 2, Para 3: the vague references to ‘presentiment piggybacking onto mainstream research’ needs clarifying and supporting with references.",Edit suggestion_explicit,nan===7-407_v1_9@8,1
7-407,7-407_v1_report32577_10@0,"P.2, Para 1: need to identify the acronym ‘PRISMA’ after it is outlined.",Edit suggestion_explicit,7-407_v2_14@0===7-407_v1_11@0,1
7-407,7-407_v1_report32577_11@0,"P. 2, Para 3, line 3: change ‘were’ to ‘where’",Edit suggestion_explicit,7-407_v2_17@0===7-407_v1_14@0,1
7-407,7-407_v1_report32577_12@0,"……………….., line 4: change ‘Differently’ to ‘In addition,’",Edit suggestion_explicit,7-407_v2_17@1===7-407_v1_14@1,1
7-407,7-407_v1_report32577_13@0,"Also, what is the rationale for utilising a distinct eligibility criterion? It seems that prior research focused on testing for a pre-stim signal that would match the post-stim presentation.",Weakness,,0
7-407,7-407_v1_report32577_13@2,The authors claim this is ‘more comprehensive’ but it could just as easily be seen as less conservative.,Weakness,,0
7-407,7-407_v1_report32577_14@0,"P.3, line 4: change to ‘this type of investigation’",Edit suggestion_explicit,,0
7-407,7-407_v1_report32577_15@0,Line 8: change ‘investigations’ to ‘research’.,Edit suggestion_explicit,7-407_v2_19@1===7-407_v1_16@1,1
7-407,7-407_v1_report32577_16@0,Line 8: The point about studies possibly ‘missed’ by Mossbridge et al is not clear.,Edit suggestion_implicit,,0
7-407,7-407_v1_report32577_16@1,What makes you think any studies were ‘missed’ and why did you then include the same time period – ie from 2008 to 2010 – if you are ‘adding’ to the data it would make sense to begin your inclusion time from 2010 unless you have evidence that some studies were ‘missed’?,Edit suggestion_implicit,,0
7-407,7-407_v1_report32577_17@0,"P.3, Para 4: line 1: change ‘were studies were’ to ‘were studies where’",Edit suggestion_explicit,7-407_v2_24@0===7-407_v1_21@0,1
7-407,7-407_v1_report32577_18@0,P.3 – is it possible to say a bit more about why some authors did not agree to share their data – looks distinctly odd.,Edit suggestion_explicit,,0
7-407,7-407_v1_report32577_19@0,"P.4, Para 6: sentence referring to ‘Assink’ doesn’t make sense – unless you move the ref out of parenthesis and into the sentence.",Edit suggestion_explicit,7-407_v2_36@0===7-407_v1_33@0,1
7-407,7-407_v1_report32577_20@0,P.4: Change ‘The Bayesian’ to ‘A Bayesian’. And pull the sentence with syntax to the same paragraph.,Edit suggestion_explicit,7-407_v2_37@0===7-407_v1_34@0,1
7-407,7-407_v1_report32577_21@0,"P. 4: Change: ‘Even if with our search activity we are quite….’ To ‘The robust search is likely to have reduced the probability of a publication bias occurring. Nevertheless, to test this a statistical estimation was conducted using the Copas selection model, as recommended by Jin et al’",Edit suggestion_explicit,nan===7-407_v1_36@0,1
7-407,7-407_v1_report32577_23@0,Keep tense to past ie peer reviewed not review.,Edit suggestion_explicit,,0
7-407,7-407_v1_report32577_24@0,It doesn’t make sense to compare data from the current review to Mossbridge et al ‘if’ both sets of data contain the same studies – as this would lead to obvious similarities etc.,Weakness,,0
7-407,7-407_v1_report32577_24@1,To an extent this seems to be addressed by the data in Table 3 but not made clearly – ie why not simply state that when X studies were excluded due to Y reasons the overall effect was still significant?,Edit suggestion_implicit,,0
7-407,7-407_v1_report32577_25@0,I don’t see the moderation results for PeerRev reported here?,Weakness,,0
7-407,7-407_v1_report32577_26@0,The reported ‘small difference between the peer reviewed and non-peer reviewed’ is vague and unhelpful.,Weakness,,0
7-407,7-407_v1_report32577_26@1,"State clearly what was found – ie, are they ‘significantly different’ if not then they are not ‘different’ in any meaningful way.",Edit suggestion_implicit,,0
7-407,7-407_v1_report32577_27@0,"Under ‘Publication bias’ I think para 2, 3 and 4 (which appears on P.6) should be joined as one single paragraph.",Edit suggestion_explicit,,0
7-407,7-407_v1_report32577_29@0,This is rather poor and reads like a list of points.,Weakness,,0
7-407,7-407_v1_report32577_29@1,There needs to be some discussion here not simply a repetition of the data.,Edit suggestion_implicit,,0
7-407,7-407_v1_report32577_29@2,"Ie – given this effect size how would the authors attempt to account for it? what are the implications of such a finding? Is there any scope for teasing out of the data any factors that may/may not influence the outcome – e.g., a possible relationship between the PAA and the various DV measures used?",Edit suggestion_implicit,,0
7-407,7-407_v1_report32577_30@0,The point relating to the work of Jolij and Bierman is again vague and unclear.,Edit suggestion_implicit,nan===7-407_v1_66@0,1
7-407,7-407_v1_report32577_30@1,What evidence precisely are you referring to here and how/why is this similar to the ‘psychological research’ [and what does this refer to?],Edit suggestion_implicit,nan===7-407_v1_66@0,1
7-407,7-407_v1_report32577_31@0,What is the ‘conventional research program’ of Kittenis?,Weakness,nan===7-407_v1_66@1,1
7-407,7-407_v1_report32577_32@0,"How, exactly, does the single trial work of Mossbridge counter QRP?",Edit suggestion_implicit,7-407_v2_57@0===nan;7-407_v2_57@1===nan,2
7-407,7-407_v1_report35197_6@0,"By far the most serious concern is the third, that of multiple comparisons or p-hacking, which I do not believe is adequately addressed by either the discussion or conclusion sections.",Edit suggestion_implicit,,0
7-407,7-407_v1_report35197_6@1,Two sentences in the conclusion are not sufficient to address this serious concern.,Edit suggestion_implicit,,0
7-407,7-407_v1_report35197_10@0,- More discussion of the risks of p-hacking in biasing results in the discussion section,Edit suggestion_implicit,,0
7-407,7-407_v1_report35197_10@1,- Separated analyses of pre-registered confirmatory studies and exploratory studies and discussion comparing the two,Edit suggestion_implicit,7-407_v2_56@0===nan,1
7-407,7-407_v1_report35197_10@2,"- For exploratory studies in the study tables, include the experimenter expectation of whether the hypothesis will be verified (such as in Galak, LeBoeuf, Nelson, & Simmons, 2012)",Edit suggestion_explicit,,0
7-407,7-407_v1_report35197_10@3,- Show whether multiple comparison corrections were made for exploratory studies,Weakness,,0
7-407,7-407_v1_report35197_11@1,But a meta-analysis should not include them without major caveats due to potential distortions of the effect size.,Weakness,7-407_v2_61@0===nan,1
7-407,7-407_v1_report35197_14@0,"- “The presentiment hypothesis calls for a difference between arousing and neural pre-stimulus response and this is calculated across sessions” is not always true. For example, the hypothesis could also cover the difference between two different types of arousing stimulus (for example, auditory versus visual stimulus or two different types of visual stimulus).",Weakness,,0
7-407,7-407_v1_report35197_14@1,"- Further discussion should be included for the observations mentioned of the second-to-last paragraph of the discussion; otherwise, it may be unclear why these studies are interesting as the paper asserts.",Edit suggestion_explicit,,0
166-ARR,166-ARR_v1_review1_3@0,"summary_of_weaknesses. - Generally, the evaluation is rather ""narrow"" -- it compares only with variations of the same model (either full cross or split at the same level). It may be helpful to include more baselines to put these results in more context. The baselines presented, however, are rather strong -- with DistilBERT achieving 0.390 MRR@10 on MS MARCO (compared to Nogueria & Cho's 0.365 using BERT-large). 
 ",Weakness,,0
166-ARR,166-ARR_v1_review1_3@1,"- The evaluation on CAR appears to have been conducted using ""automatic"" labels (based on the reported number of positive passages per query), even though human-provided labels are available. In general, further details about which version of CAR was used should be provided. 
 ",Weakness,,0
166-ARR,166-ARR_v1_review1_3@2,"- Equivalent performance is determined statistically via the failure of a one-sided t-test. Equivalence testing (e.g., TOST) could be used instead to strengthen the statistical claims. 
 ",Weakness,,0
166-ARR,166-ARR_v1_review1_3@3,- It would be nice to have seen this work on other base models-- particularly a T5-based model.,Weakness,,0
166-ARR,166-ARR_v1_review1_4@0,"comments,_suggestions_and_typos. - This work may feel more ""at home"" at an IR conference -- I'm not sure how interesting this will be to a broader *CL audience.",Weakness,,0
166-ARR,166-ARR_v1_review1_4@2,"
 - Can this approach be used with the ColBERT model, where the ranking scores are based only on the similarities within the last layer?",Weakness,,0
192-ARR,192-ARR_v1_review1_3@1,"1. 	Innovation is weak, only the modification of existing methods.",Weakness,,0
192-ARR,192-ARR_v1_review1_3@5,But little experiments are carried out to prove its effectiveness.,Weakness,192-ARR_v2_2@7===192-ARR_v1_2@7,1
192-ARR,192-ARR_v1_review1_3@6,It seems that MTST in ablation study aims to prove it but the description “multiple-teacher to single-teacher” and “teacher and student have the same neural network structure” is confusing.,Weakness,192-ARR_v2_66@1===192-ARR_v1_67@1,1
192-ARR,192-ARR_v1_review1_4@1,"There are some grammatical mistakes, such as a)	in line 115, it should be ""that introduces an entity similarity evaluator""; b)	etc.",Edit suggestion_explicit,,0
192-ARR,192-ARR_v1_review2_3@1,"1. The authors unitize multilingual mBERT as basic sequence feature extractor to achieve the sequence embedding representation, why not try other multilingual pre-trained language models, such as mBART, ERNIE-M, mLUKE and so on. 
",Edit suggestion_implicit,192-ARR_v2_15@1===192-ARR_v1_16@1,1
192-ARR,192-ARR_v1_review2_3@2,"2. The languages in CoNLL dataset are some rich-resourced languages indeed, the authors need to test MTMT model on some low-resourced languages.
",Edit suggestion_explicit,,0
192-ARR,192-ARR_v1_review2_4@1,"This paper has done a solid work on Cross-Lingual Named Entity Recognition, however, some questions remain to be clarified.
",Weakness,,0
192-ARR,192-ARR_v1_review2_4@2,Please try more multilingual feature extractors and test MTMT model on some low-resourced languages.,Edit suggestion_implicit,,0
192-ARR,192-ARR_v1_review3_3@7,"While training with the student model, it is possible that the similarity evaluator teacher may provide incorrect supervision for w2 as the other two tokens have incorrect labels. 
",Weakness,,0
192-ARR,192-ARR_v1_review3_3@9,There should be a label distribution analysis of the source language training dataset used for the Similarity evaluator teacher model.,Edit suggestion_implicit,192-ARR_v2_25@4===192-ARR_v1_27@4,1
192-ARR,192-ARR_v1_review3_4@1,1. Some sentences are confusing.,Weakness,,0
192-ARR,192-ARR_v1_review3_4@2,For example (1) lines 7-11 sentence.,Edit suggestion_explicit,,0
192-ARR,192-ARR_v1_review3_4@3,"In particular, what is the meaning of the phrase “identical single task across both domain.” 
",Edit suggestion_explicit,192-ARR_v2_2@2===192-ARR_v1_2@2,1
192-ARR,192-ARR_v1_review3_4@4,"2. In line 23, it should be: …on the three datasets…. 
",Edit suggestion_explicit,192-ARR_v2_2@7===192-ARR_v1_2@7,1
192-ARR,192-ARR_v1_review3_4@5,"3. In lines 523-524, it is unclear what embedding distribution is considered from the student model; add more detail.",Edit suggestion_explicit,,0
192-ARR,192-ARR_v1_review4_3@1,1. 	I don’t understand how and why the student model is taught by the teacher model.,Weakness,192-ARR_v2_66@1===192-ARR_v1_67@1,1
192-ARR,192-ARR_v1_review4_3@5,So why don’t we just use the teacher model to conduct zero-shot cross-lingual NER?,Edit suggestion_implicit,192-ARR_v2_2@5===192-ARR_v1_2@5;192-ARR_v2_33@0===192-ARR_v1_35@0,2
192-ARR,192-ARR_v1_review4_3@6,I also didn’t see this baseline exists.,Weakness,,0
192-ARR,192-ARR_v1_review4_3@8,"2. 	More baselines should be contained such XLM, XLMR, mBART.",Edit suggestion_implicit,,0
192-ARR,192-ARR_v1_review4_4@1,"1. The teacher model should also be evaluated to verify whether the distillation process is necessary. 
",Edit suggestion_implicit,192-ARR_v2_25@4===192-ARR_v1_27@4,1
192-ARR,192-ARR_v1_review4_4@3,L-347.,Edit suggestion_explicit,,0
192-ARR,192-ARR_v1_review4_4@4,' Figure.4',Edit suggestion_explicit,,0
59-ARR,59-ARR_v1_review1_3@1,"Thus, the authors need to clearly show why the performances in two datasets are different.",Edit suggestion_implicit,59-ARR_v2_49@1===nan,1
59-ARR,59-ARR_v1_review1_3@3,"“ However, it might be better to show the performances of these methods on the MedLAMA dataset, in order to show the validity of the MedLAMA dataset.",Edit suggestion_implicit,,0
59-ARR,59-ARR_v1_review1_3@4,"
-Additionally, it seems to be an unfair comparison because only the contrastive-probe method was additionally pre-trained for the cloze-style task.",Weakness,59-ARR_v2_46@4===nan,1
59-ARR,59-ARR_v1_review1_4@0,"comments,_suggestions_and_typos. - It would be better that comparison with BioLAMA is placed in the main result, not in the Appendix.",Edit suggestion_explicit,59-ARR_v2_45@0===nan,1
59-ARR,59-ARR_v1_review2_3@1,The technical novelty is rather lacking.,Weakness,,0
59-ARR,59-ARR_v1_review2_4@0,"comments,_suggestions_and_typos. - You mention that you only select 10 answers from all correct answers, why do you do this? Does this affect the underestimation of the performances?
-Do you think generative PLMs that are pretrained on biomedical texts could be more suitable for solving the multi-token problem?",Edit suggestion_implicit,59-ARR_v2_21@1===nan,1
59-ARR,59-ARR_v1_review3_3@2,Why is this hyper-parameter not optimized?,Weakness,59-ARR_v2_60@2===nan,1
59-ARR,59-ARR_v1_review4_3@1,"I only have minor concerns with this paper: -The authors investigate only one prompt per relation which may be suboptimal -Supervised prompting methods were excluded from the evaluation, but they might provide interesting points of comparison",Edit suggestion_implicit,,0
7-906,7-906_v1_report35469_2@0,"- The methodological quality of the study is fair but I think it should be evaluated by an expert of Psychiatry in terms of psychology concepts, classifications of Psychological characteristics and other issues.",Edit suggestion_implicit,,0
7-906,7-906_v1_report35469_2@1,- Maybe the category of “Psychological factors relating to children” is not needed.,Edit suggestion_explicit,,0
7-906,7-906_v1_report35469_2@3,- The introduction section of manuscript needs more clarification on parenting styles and factors contributing to raising children and the importance of .,Edit suggestion_explicit,7-906_v2_7@4===nan;7-906_v2_7@5===nan;7-906_v2_7@6===nan;7-906_v2_7@7===nan;7-906_v2_7@8===nan;7-906_v2_7@9===nan,6
7-906,7-906_v1_report35469_2@4,"- The discussion section just has repeated the results, while it should compare the results with those from other studies, and provide possible reasons to explain the results with additional clarifications. Moreover it should be written in order of most to least important.",Edit suggestion_explicit,7-906_v2_53@1===nan;7-906_v2_54@2===nan;7-906_v2_54@3===nan,3
7-906,7-906_v1_report35469_2@5,"- The conclusions section is just one recommendation, not the real conclusion. It should be written more powerful and as a real conclusion of research which re-states the main points in a new concise way.",Edit suggestion_explicit,7-906_v2_57@0===nan;nan===7-906_v1_55@0,2
7-906,7-906_v1_report35469_2@6,- It should be worked to improve the quality of the English grammar throughout the manuscript.,Edit suggestion_implicit,7-906_v2_22@1===7-906_v1_22@1;7-906_v2_22@4===7-906_v1_22@4;7-906_v2_26@2===7-906_v1_26@2;7-906_v2_26@7===7-906_v1_26@7;7-906_v2_31@0===7-906_v1_31@0;7-906_v2_33@6===7-906_v1_33@6;7-906_v2_33@9===7-906_v1_33@9;7-906_v2_42@5===7-906_v1_37@5;7-906_v2_43@2===7-906_v1_43@2;7-906_v2_44@3===7-906_v1_44@3;7-906_v2_50@2===7-906_v1_50@2;7-906_v2_50@3===7-906_v1_50@3;7-906_v2_50@4===7-906_v1_50@4;7-906_v2_59@2===7-906_v1_57@2;7-906_v2_59@3===7-906_v1_57@3,15
7-906,7-906_v1_report44614_1@2,"However, the manuscript did not establish a clear research gap and a clear research purpose.",Edit suggestion_implicit,7-906_v2_2@2===7-906_v1_2@2,1
7-906,7-906_v1_report44614_1@3,The author(s) did not provide logic rationales for the research.,Edit suggestion_implicit,,0
7-906,7-906_v1_report44614_1@4,"What’s more, there is not a logical introduction to deduce the research questions.",Edit suggestion_explicit,,0
7-906,7-906_v1_report44614_1@5,"In other words, more attention should be paid for the major issues.",Edit suggestion_implicit,,0
7-906,7-906_v1_report44614_1@6,"Therefore, I do not think the manuscript should be indexed.",Weakness,,0
7-906,7-906_v1_report44614_3@0,"- There are many models for parenting styles in the literature. Different model may relate with different factors. However, the author(s) did not touch this issue. Or rather, this is not a logical introduction to this paper. Accordingly, this manuscript cannot have a significant contribution in theory or practice.",Edit suggestion_explicit,,0
7-906,7-906_v1_report44614_3@1,- The definition of “parenting styles” in the first sentence is not liberal. And it cannot reflect the main meaning of parenting style in literature.,Edit suggestion_explicit,7-906_v2_7@0===nan,1
7-906,7-906_v1_report44614_3@2,"- In Introduction section, the concepts and theory are not clear. Authors should clearly describe parenting styles, the factors and models. Meanwhile, the research questions and significance of the study should also be clearly stated.",Edit suggestion_explicit,7-906_v2_7@1===nan;7-906_v2_7@2===nan;7-906_v2_7@4===nan;7-906_v2_7@5===nan;7-906_v2_7@6===nan;7-906_v2_7@7===nan;7-906_v2_7@8===nan;7-906_v2_7@9===nan,8
7-906,7-906_v1_report44614_3@3,- I cannot see a thorough review for “review of parenting style” in literature. This should be the foundation of the current manuscript.,Edit suggestion_explicit,7-906_v2_52@0===nan;7-906_v2_52@1===nan;7-906_v2_52@2===nan,3
7-906,7-906_v1_report44614_3@4,"- In Method section, each subsection is well defined with clear headings, but in “search strategy” section, I find it difficult to understand why the retrieved articles were based on medical subject headings.",Edit suggestion_explicit,,0
7-906,7-906_v1_report44614_3@5,"- After results, the author(s) should explain the results and compare the results to those previous review works in the literature, rather than simply repeating the results.",Edit suggestion_explicit,7-906_v2_53@1===nan;7-906_v2_54@2===nan,2
7-906,7-906_v1_report44614_3@6,- The author(s) should also add some sections as contribution and implication section to discuss the contributions of the manuscript in theory at least.,Edit suggestion_implicit,7-906_v2_60@0===nan;7-906_v2_61@0===nan;7-906_v2_7@13===nan,3
7-906,7-906_v1_report44614_3@7,- The authors should reorganize the paragraphs based on the importance of factors or some other logics.,Edit suggestion_implicit,,0
7-906,7-906_v1_report44614_3@8,"- The writing and grammar should be improved, and the manuscript is limited by the lack of clarity in the writing.",Edit suggestion_implicit,7-906_v2_22@1===7-906_v1_22@1;7-906_v2_22@4===7-906_v1_22@4;7-906_v2_26@2===7-906_v1_26@2;7-906_v2_26@7===7-906_v1_26@7;7-906_v2_31@0===7-906_v1_31@0;7-906_v2_33@6===7-906_v1_33@6;7-906_v2_33@9===7-906_v1_33@9;7-906_v2_42@5===7-906_v1_37@5;7-906_v2_43@2===7-906_v1_43@2;7-906_v2_44@3===7-906_v1_44@3;7-906_v2_50@2===7-906_v1_50@2;7-906_v2_50@3===7-906_v1_50@3;7-906_v2_50@4===7-906_v1_50@4;7-906_v2_59@2===7-906_v1_57@2;7-906_v2_59@3===7-906_v1_57@3,15
21-ARR,21-ARR_v1_review1_3@0,summary_of_weaknesses. - The proposed method is quite simple.,Weakness,,0
21-ARR,21-ARR_v1_review1_3@2,"
- The achieved performance boost is moderate.",Weakness,,0
21-ARR,21-ARR_v1_review1_3@4,"This analysis, though very welcome, demonstrates that the proposed method suffers a large computational penalty for a small accuracy/F1 gain.",Weakness,,0
21-ARR,21-ARR_v1_review1_4@1,"This paper is a resubmission from ARR August, and it has not been significantly improved.",Weakness,,0
7-222,7-222_v1_report31232_2@0,"- Phylogenetic analysis using only the ITS sequence is very superficial, and, most likely, it won´t show an accurate representation of the real evolutionary relationships between isolates.",Weakness,,0
7-222,7-222_v1_report31232_2@1,- There is no mention about the morphological characteristics of isolates. Is the morphology congruent with the genotype?,Weakness,,0
7-222,7-222_v1_report31232_3@0,The manuscript needs major revision to improve clarity.,Weakness,,0
