edit_index,doc_name,node_ix_src,node_ix_tgt,text_src,text_tgt,gold,label
2690,246-ARR,246-ARR_v2_77@3,,We did not include ablation experiments for which the differences are likely smaller than the differences between the top two performing systems.,,"Add,Claim",Claim
2691,246-ARR,246-ARR_v2_77@4,,The results are shown in Table 1.,,"Add,Fact/Evidence",Fact/Evidence
2692,246-ARR,246-ARR_v2_77@5,,The average reported difference was found to be 0.49 ROUGE-1.,,"Add,Fact/Evidence",Fact/Evidence
2703,249-ARR,249-ARR_v2_27@2,,"Lastly, we show the overall training objective in Section 4.3.",,"Add,Fact/Evidence",Fact/Evidence
2747,250-ARR,250-ARR_v2_46@4,,"We re-implement PKD (Sun et al., 2019) and ALP-KD approaches using the default settings proposed in the respective papers.",,"Add,Fact/Evidence",Fact/Evidence
2748,250-ARR,250-ARR_v2_46@5,,"We used early stopping based on performance on the development set, while making sure that the figures are in line with the ones reported in the papers.",,"Add,Fact/Evidence",Fact/Evidence
2749,250-ARR,250-ARR_v2_46@6,,"More precisely, the best layer setting for PKD teacher BERT 12 is {2, 4, 6, 8, 10} to distill into DistilBERT 6 .",,"Add,Fact/Evidence",Fact/Evidence
2750,250-ARR,250-ARR_v2_46@7,,"For DistilRoBERTa 6 , we choose the intermediate layers 4, 8, 12, 16, 20 from the teacher RoBERTa 24 model for distillation that we found to work the best on the development set.",,"Add,Fact/Evidence",Fact/Evidence
2751,250-ARR,250-ARR_v2_47@0,,"Using ALP-KD, we compute attention weights for the intermediate layers of the teacher (i.e., 1 to 11 for BERT 12 and 1 to 23 for RoBERTa 24 models) to calculate the weighted intermediate representations of the teacher for each intermediate layer of the student model (i.e., 1 to 5 layers of the student models).",,"Add,Fact/Evidence",Fact/Evidence
2752,250-ARR,250-ARR_v2_47@1,,"Since, the hidden dimensions of the RoBERTa 24 and DistilRoBERTa 6 are different, we linearly transform them into same lowerdimensional space.",,"Add,Fact/Evidence",Fact/Evidence
2753,250-ARR,250-ARR_v2_48@0,,"For RAIL-KD l , at each epoch we randomly select 5 layers from the intermediate layers of the teacher (i.e., from layers 1 to 11 for BERT 12 model and 1 to 23 for RoBERTa 24 model).",,"Add,Fact/Evidence",Fact/Evidence
2754,250-ARR,250-ARR_v2_48@2,,"We fixed α i = 1, λ 1 , λ 2 , λ 3 = 1/3 for our proposed approaches 4 .",,"Add,Fact/Evidence",Fact/Evidence
2755,250-ARR,250-ARR_v2_48@3,,"We search learning rate from {1e-5, 2e-5, 5e-5, 4e-6}, batch size from {8, 16, 32}, and fixed the epoch number to 40 for all the experiments.",,"Add,Fact/Evidence",Fact/Evidence
2756,250-ARR,250-ARR_v2_48@5,,"We ran all the experiments on a single NVIDIA V100 GPU using mixed-precision training (Micikevicius et al., 2018) and PyTorch (Paszke et al., 2019) framework.",,"Add,Fact/Evidence",Fact/Evidence
2757,250-ARR,250-ARR_v2_61@1,,"As Table 6 shows, the variances of RAIL-KD is in the same range for each task, for instance, RAIL-KD variance is at the same scale compared with PKD and ALP-KD on CoLA and MRPC, and even lower on RTE.",,"Add,Fact/Evidence",Fact/Evidence
2758,250-ARR,250-ARR_v2_61@2,,"This indicates that the gains of RAIL-KD are significant, and are not due to chance in our random selection of layers to distill.",,"Add,Claim",Claim
2759,250-ARR,250-ARR_v2_67@4,,Similar trends are seen from the other layers.,,"Add,Claim",Claim
2760,250-ARR,250-ARR_v2_69@2,,The figure clearly shows (light colors) that most of ALP weights are concentrated on top layers of the teacher.,,"Add,Fact/Evidence",Fact/Evidence
2761,250-ARR,250-ARR_v2_69@3,,"For instance, layers 1,2,5 of the three students mostly attend to the last layer of BERT 12 .",,"Add,Fact/Evidence",Fact/Evidence
2841,258-ARR,258-ARR_v2_4@1,,"They are often used in language learning environments as a quick and effective way to test vocabulary, grammar and reading comprehension (Tremblay, 2011;Trace, 2020).",,"Add,Fact/Evidence",Fact/Evidence
2842,258-ARR,258-ARR_v2_17@4,,We believe that this discrimination objective makes it more suitable for our token classification task.,,"Add,Claim",Claim
2843,258-ARR,258-ARR_v2_17@5,,"Moreover, we also exploit ELECTRA's generation capabilities as a language model for estimating the answers to the proposed gaps as an auxiliary task.",,"Add,Claim",Claim
2844,258-ARR,258-ARR_v2_40@0,,"Standard ELECTRA Similar to BERT, it predicts potentially good gaps using a standard pre-trained ELECTRA-base model.",,"Add,Fact/Evidence",Fact/Evidence
2845,258-ARR,258-ARR_v2_40@1,,This is a single-objective model that is fine-tuned on token classification only.,,"Add,Fact/Evidence",Fact/Evidence
2846,258-ARR,258-ARR_v2_48@5,,We also perform an ablation study in Table 3 where we compare our multi-objective ELECTRA model to a standard one that does not include our auxiliary language model objective.,,"Add,Fact/Evidence",Fact/Evidence
2847,258-ARR,258-ARR_v2_48@6,,"Results show that the former outperforms the latter on all metrics, confirming that the addition of the LM objective is clearly beneficial.",,"Add,Fact/Evidence",Fact/Evidence
2875,276-ARR,276-ARR_v2_44@5,,See Fig. 3 in the Appendix for various Laplace-based distributions sampled with different techniques including possible distributions sampled in DPText.,,"Add,Fact/Evidence",Fact/Evidence
2876,276-ARR,276-ARR_v2_64@0,,Ethics Statement,,"Add,Other",Other
2877,276-ARR,276-ARR_v2_65@0,,"We declare no conflict of interests with the authors of DPText, we do not even know them personally.",,"Add,Claim",Claim
2878,276-ARR,276-ARR_v2_65@1,,The purpose of this paper is strictly scientific.,,"Add,Claim",Claim
3081,30-ARR,30-ARR_v2_18@2,,"Then, all model-identified rationales (underlined texts in Figure 2) are examined by human annotators to identify false rationales (i.e. words or phrases that do not support the classifications but are falsely included by the model) and missing rationales (i.e. words or phrases that support the classifications but are not included by the model).",,"Add,Fact/Evidence",Fact/Evidence
3082,30-ARR,30-ARR_v2_18@3,,Both false rationales and missing rationales are corrected to produce augmented examples.,,"Add,Fact/Evidence",Fact/Evidence
3083,30-ARR,30-ARR_v2_18@4,,"Finally, newly generated examples are added into the training set to re-train the deep learning model.",,"Add,Fact/Evidence",Fact/Evidence
3086,30-ARR,30-ARR_v2_46@0,,"To address RQ1, we compare the performance of models trained by the static semi-factual generation strategy with models trained with the original 50 examples, referred to as Static.",,"Add,Fact/Evidence",Fact/Evidence
3087,30-ARR,30-ARR_v2_46@1,,"We also compare to a model trained with the full training set (1,707 labelled examples), referred to as Full.",,"Add,Fact/Evidence",Fact/Evidence
3092,30-ARR,30-ARR_v2_65@2,,"In the future, we expect to see rationale-centric frameworks defined for different tasks, including NER, question answering, and relation extraction.",,"Add,Claim",Claim
3093,30-ARR,30-ARR_v2_66@0,,Ethical Statement,,"Add,Other",Other
3094,30-ARR,30-ARR_v2_67@0,,We honor the ACL Code of Ethics.,,"Add,Claim",Claim
3095,30-ARR,30-ARR_v2_67@1,,No private data or non-public information was used in this work.,,"Add,Fact/Evidence",Fact/Evidence
3096,30-ARR,30-ARR_v2_67@2,,All annotators have received labor fees corresponding to the amount of their annotated instances.,,"Add,Fact/Evidence",Fact/Evidence
3288,315-ARR,315-ARR_v2_31@3,,"Note that Drop#1 is mainly due to the the fact that there are mostly unknown tokens (i.e., <UNK>) in the bucket 2.",,"Add,Claim",Claim
3289,315-ARR,315-ARR_v2_31@4,,We leave detailed discussions about buckets and Drop#1 to Appendix C.,,"Add,Fact/Evidence",Fact/Evidence
3290,315-ARR,315-ARR_v2_41@1,,"For each translated sentence constraints C tgt = (C 1 , C 2 , ..., C k ), we use an external alignment tool external aligner, such as GIZA++ (Brown et al., 1993;Och and Ney, 2003), to find the corresponding source words, denoted as ment embedding that comes from C src and C tgt .",,"Add,Fact/Evidence",Fact/Evidence
3291,315-ARR,315-ARR_v2_74@0,,"In this section, we dig further into the buckets in self-constrained translation ( §3.3, §6.1), especially for understanding why Drop#1 happens.",,"Add,Fact/Evidence",Fact/Evidence
3292,315-ARR,315-ARR_v2_75@0,,"As seen in Table 9, we categorize and count the constraints into five classes based on their Part-Of-Speech tagging with NLTK (Bird et al., 2009).",,"Add,Fact/Evidence",Fact/Evidence
3293,315-ARR,315-ARR_v2_75@1,,"We find that, 1) punctuation (PUNK) dominates bucket 1; 2) as the constraint frequency decreases (from bucket 1 to bucket 6), the number of constraints identified as nouns (NN*) grows; 3) bucket 2 has the most UNK constraints.",,"Add,Fact/Evidence",Fact/Evidence
3294,315-ARR,315-ARR_v2_75@2,,"The third finding is because, as the BPE training was only done on the training set of the datasets, there will be <UNK> on the target side of the test set.",,"Add,Fact/Evidence",Fact/Evidence
3295,315-ARR,315-ARR_v2_75@3,,"Thus, cases in bucket 2 have a relatively large number of UNK tokens as constraints, resulting in the Drop#1.",,"Add,Fact/Evidence",Fact/Evidence
3296,315-ARR,315-ARR_v2_76@0,,"To give a clearer view about how is UNK causing Drop#1, we exclude samples with UNK as constraints, and obtain a revised self-constrained translation results, as in Figure 5.",,"Add,Fact/Evidence",Fact/Evidence
3297,315-ARR,315-ARR_v2_76@1,,"Clearly, Drop#1 disappears in the given setting.",,"Add,Fact/Evidence",Fact/Evidence
3298,315-ARR,315-ARR_v2_76@2,,"Of course, Drop#2 still verifies our claim in the paper.",,"Add,Fact/Evidence",Fact/Evidence
3336,32-ARR,32-ARR_v2_2@7,,The code will be made available at: https://github.com/yiren-jian/EmbedHalluc.,,"Add,Fact/Evidence",Fact/Evidence
3337,32-ARR,32-ARR_v2_10@7,,"Learning from limited labeled data (few-shot learning) in Computer Vision is usually achieved by meta-learning (Ren et al., 2018a,b;Jian et al., 2020;Jian and Gao, 2021) or transfer learning (Tian et al., 2020).",,"Add,Fact/Evidence",Fact/Evidence
3338,32-ARR,32-ARR_v2_22@1,,The pseudo-code for finetuning of few-shot language learners with hallucinated embeddings is shown in Algorithm 1.,,"Add,Fact/Evidence",Fact/Evidence
3339,32-ARR,32-ARR_v2_26@1,,The evaluations are conducted by averaging results on 5 different train test splits.,,"Add,Fact/Evidence",Fact/Evidence
3340,32-ARR,32-ARR_v2_26@2,,We sample 16 examples per class to form a training set and construct a validation set with the same size as the training set.,,"Add,Fact/Evidence",Fact/Evidence
3341,32-ARR,32-ARR_v2_27@0,,Training Details for Embedding Hallucinators,,"Add,Other",Other
3342,32-ARR,32-ARR_v2_37@1,,"The discriminator is a 3blocks model, each bock having a sequence of FullyConnect-BatchNorm-LeakyReLU with the same hidden dimension of 512.",,"Add,Fact/Evidence",Fact/Evidence
3343,32-ARR,32-ARR_v2_38@0,,"We train the Embedding Hallucinators for 150 epochs using a batch size of 64, the Adam optimizer (β = (0.5, 0.999)), and a learning rate of 0.0002.",,"Add,Fact/Evidence",Fact/Evidence
3344,32-ARR,32-ARR_v2_38@1,,The real embeddings are collected from the language few-shot training set by passing text into the embedding layer of the language model.,,"Add,Fact/Evidence",Fact/Evidence
3345,32-ARR,32-ARR_v2_38@2,,We apply gradient penalty with weight of loss 100 for training the cWGAN.,,"Add,Fact/Evidence",Fact/Evidence
3346,32-ARR,32-ARR_v2_39@0,,Training Details for Few-Shot Language Learners,,"Add,Other",Other
3347,32-ARR,32-ARR_v2_40@0,,"We draw two mini-batches during the training of our few-shot language learners, i.e., one from the real language few-shot training set, another one by sampling the hallucinators (see Algorithm 1).",,"Add,Fact/Evidence",Fact/Evidence
3348,32-ARR,32-ARR_v2_52@0,,Comparing to Adversarial Training,,"Add,Other",Other
3349,32-ARR,32-ARR_v2_53@0,,Adversarial training adds noise into the training data to increase the robustness of a model.,,"Add,Claim",Claim
3350,32-ARR,32-ARR_v2_53@1,,It has been shown that adversarial training can also improve the performance of language models.,,"Add,Claim",Claim
3351,32-ARR,32-ARR_v2_61@0,,"Here, we provide best learning rates (LR, searched from 1e −5 , 5e −6 , 1e −6 as discussed in main paper) for L halluc of EmbedHalluc for each task used in RoBERTa-large prompt-based fine-tuning.",,"Add,Fact/Evidence",Fact/Evidence
3389,326-ARR,326-ARR_v2_57@0,,Binarization Statistics,,"Add,Other",Other
3565,344-ARR,344-ARR_v2_6@10,,"These labels can be seen as sub-intent annotations, where their combinations yield full intents equivalent to ""traditional"" intents (Table 1).",,"Add,Fact/Evidence",Fact/Evidence
3566,344-ARR,344-ARR_v2_23@5,,"For instance, if (i) examples with the intents change and booking, and (ii) examples with the intents cancel and account exist in the training data, (iii) an unseen example with the intents cancel and booking could be properly predicted, as all the single intents/modules have already been seen by the ID model 9 .",,"Add,Claim",Claim
3567,344-ARR,344-ARR_v2_23@7,,"For example, the module overdraft is clearly related to BANKING, but the module change is much more generic, likely to occur in several different domains.",,"Add,Claim",Claim
3568,344-ARR,344-ARR_v2_61@3,,"Further, the boundaries of some generic intents can sometimes be unclear and difficult to annotate, even for expert annotators.",,"Add,Claim",Claim
3569,344-ARR,344-ARR_v2_61@4,,18 Future work should try to ground the set of generic intents.,,"Add,Claim",Claim
3570,344-ARR,344-ARR_v2_62@0,,"Further, we believe that span-based annotation might be sub-optimal for canonical values such as times and dates, where small differences in the span would lead to evaluation errors but would not suppose a problem for the value to be parsed.",,"Add,Claim",Claim
3571,344-ARR,344-ARR_v2_62@1,,"In addition, separating time and date intervals in different slots increases the difficulty of the annotations and models need to learn a more conflicting set of slots.",,"Add,Claim",Claim
3572,344-ARR,344-ARR_v2_63@0,,"Finally, while single-turn NLU is more dataefficient and easier to model, some user utterances only make sense in the presence of context from the previous system utterance.",,"Add,Claim",Claim
3573,344-ARR,344-ARR_v2_63@1,,"While some previous datasets (Coope et al., 2020) deal with this issue with the help of extra annotations indicating if a slot has been requested, in this work we opt for using non-contextualised slots such as number and time and let the policy handle the contextualisation.",,"Add,Fact/Evidence",Fact/Evidence
3574,344-ARR,344-ARR_v2_63@2,,"However, future work should start looking into NLU datasets composed by system + user turns.",,"Add,Claim",Claim
3725,350-ARR,350-ARR_v2_6@2,,"We think it fair to include such models, as we aim at a practical solution for the transcription problem at hand, regardless of the underlying approach.",,"Add,Claim",Claim
3726,350-ARR,350-ARR_v2_53@0,,It was feasible to train HMM-GMM with 10 different random train/test partitions 13 and compute the Student's t 95% uncertainty intervals shown in the PER column.,,"Add,Fact/Evidence",Fact/Evidence
3727,350-ARR,350-ARR_v2_53@1,,The uncertainty remains relatively small even for the smallest datasets which contain only a few minutes of test speech.,,"Add,Fact/Evidence",Fact/Evidence
4084,40-ARR,40-ARR_v2_43@2,,"Including gradient information to explain Transformers has recently been considered to improve their interpretability (Chefer et al., 2021b,a;Ali et al., 2022).",,"Add,Fact/Evidence",Fact/Evidence
4107,402-ARR,402-ARR_v2_6@4,,"In contrast, WatClaim-Check includes claims investigated by 8 fact checking organizations on any topic.",,"Add,Fact/Evidence",Fact/Evidence
4108,402-ARR,402-ARR_v2_16@5,,The premise articles include the source document of the claim when available as well as evidence articles used by fact checkers.,,"Add,Fact/Evidence",Fact/Evidence
4109,402-ARR,402-ARR_v2_37@3,,"This corresponds to the ""gold"" negative sampling technique in (Karpukhin et al., 2020).",,"Add,Fact/Evidence",Fact/Evidence
4110,402-ARR,402-ARR_v2_39@2,,These negative sentences are positive sentences for other claims within the same batch.,,"Add,Fact/Evidence",Fact/Evidence
4111,402-ARR,402-ARR_v2_56@1,,"The test contains a total of 114, 290 sentences and 3, 373 claims.",,"Add,Fact/Evidence",Fact/Evidence
4113,402-ARR,402-ARR_v2_60@0,,The evidence sentences are concatenated in the descending order of their similarity score.,,"Add,Fact/Evidence",Fact/Evidence
4114,402-ARR,402-ARR_v2_60@1,,"Afterwards, the claim text and evidence sentences are concatenated.",,"Add,Fact/Evidence",Fact/Evidence
4115,402-ARR,402-ARR_v2_60@2,,The resulting text is then truncated to the maximum sequence length capability of the transformer model being used to perform claim veracity inference.,,"Add,Fact/Evidence",Fact/Evidence
4116,402-ARR,402-ARR_v2_61@3,,We concatenate the evidence sentences in the descending order of their similarity score.,,"Add,Fact/Evidence",Fact/Evidence
4228,412-ARR,412-ARR_v2_4@0,,"The overarching goal of the complex word identification (CWI) task is to find words that can be simplified in a given text (Paetzold and Specia, 2016b).",,"Add,Fact/Evidence",Fact/Evidence
4229,412-ARR,412-ARR_v2_76@5,,"Third, Gooding and Kochmar (2018) approach the English section of the dataset by employing linear regressions.",,"Add,Fact/Evidence",Fact/Evidence
4230,412-ARR,412-ARR_v2_76@6,,"The authors used several types of handcrafted features, including word n-grams, POS tags, dependency parse relations, and psycholinguistic features.",,"Add,Fact/Evidence",Fact/Evidence
4231,412-ARR,412-ARR_v2_77@0,,Table 3 presents the results obtained on the multilingual validation dataset and compares the performance of different configurations.,,"Add,Fact/Evidence",Fact/Evidence
4269,413-ARR,413-ARR_v2_25@5,,"Note that we do not experiment with the setting of training with all the combined training data from the corpora as it has been pointed out by previous work that doing so hurts the performance of the models (Jiménez-Zafra et al., 2020;Barnes et al., 2021) due to differences in annotation schemes between the corpora introducing noise during training.",,"Add,Fact/Evidence",Fact/Evidence
4270,413-ARR,413-ARR_v2_25@10,,"Note that for NegBERT, we also replace the BERT encoder with RoBERTa to ensure results are comparable between the models.",,"Add,Fact/Evidence",Fact/Evidence
4271,413-ARR,413-ARR_v2_27@3,,"4 To provide a more general view, we summarize the results in Table 4.",,"Add,Fact/Evidence",Fact/Evidence
4272,413-ARR,413-ARR_v2_27@4,,"In general, we observe gains in both the same-dataset setting (training and test set belongs to one corpus) and cross-dataset setting (training one one training set and testing on all others test sets) for both of the proposed models, with CueNB achieving the largest gains.",,"Add,Fact/Evidence",Fact/Evidence
4273,413-ARR,413-ARR_v2_31@0,,We conducted an error analysis on the VetCompass validation set to see what qualitative improvement CueNB makes over NegBERT.,,"Add,Fact/Evidence",Fact/Evidence
4274,413-ARR,413-ARR_v2_31@1,,"For cue detection, there are two main types of errors that CueNB helps alleviate.",,"Add,Fact/Evidence",Fact/Evidence
4275,413-ARR,413-ARR_v2_31@2,,"First, CueNB can detect more unique cues such as negative, won't, and also multiword cues like no longer.",,"Add,Fact/Evidence",Fact/Evidence
4276,413-ARR,413-ARR_v2_31@3,,"Second, CueNB is able to recognize cases when the negations are actually just speculative.",,"Add,Fact/Evidence",Fact/Evidence
4277,413-ARR,413-ARR_v2_31@4,,"For example, in the sentence O reports has smelled for past week, not sure if anal glands . . . , the word not is part of the speculation phrase not sure, indicating that this is not truly a negation phrase but rather expresses uncertainty.",,"Add,Claim",Claim
4278,413-ARR,413-ARR_v2_31@5,,"For scope resolution, CueNB mostly helps in recognizing the correct scope boundary.",,"Add,Claim",Claim
4279,413-ARR,413-ARR_v2_31@6,,One common case is when the cue relates to multiple spans in a sentence.,,"Add,Claim",Claim
4280,413-ARR,413-ARR_v2_31@8,,It also helps in cases where there are multiple separate negations in the same sentence.,,"Add,Claim",Claim
4427,426-ARR,426-ARR_v2_65@2,,Reference codes can be used to access any of the baseline solutions at http: //gonito.net/q.,,"Add,Fact/Evidence",Fact/Evidence
4428,426-ARR,426-ARR_v2_78@3,,"Since we did not train RoBERTa ChallAm large, we cannot confirm this holds true, when it comes to large RoBERTa models.",,"Add,Fact/Evidence",Fact/Evidence
4429,426-ARR,426-ARR_v2_78@4,,"The standard RoBERTa large is the best performing model, so in this case, a larger model is better even if not trained on the data from different domain.",,"Add,Claim",Claim
4430,426-ARR,426-ARR_v2_80@8,,The tags along with the probabilities are available in the hate-speech-info.tsv files for each test directory.,,"Add,Fact/Evidence",Fact/Evidence
4431,426-ARR,426-ARR_v2_81@0,,Note that temporal and geospatial metadata might constitute useful features in future work on better detection of hate speech in historical texts.,,"Add,Claim",Claim
4734,463-ARR,463-ARR_v2_16@5,,"During the training stage, we freeze θ and tune θ only.",,"Add,Fact/Evidence",Fact/Evidence
4735,463-ARR,463-ARR_v2_35@0,,Experimental settings,,"Add,Other",Other
4736,463-ARR,463-ARR_v2_36@0,,"We base our experiments on HuggingFace PyTorch implementation (Wolf et al., 2019) of BERT (Devlin et al., 2018) and RoBERTa (Liu et al., 2019c) 2.",,"Add,Fact/Evidence",Fact/Evidence
4737,463-ARR,463-ARR_v2_36@1,,We experiment with 3 random seeds and choose the seed with the best performance on the validation set to evaluate on the GLUE server.,,"Add,Fact/Evidence",Fact/Evidence
4738,463-ARR,463-ARR_v2_36@2,,We report the test metrics provided on the submission website 2 .,,"Add,Fact/Evidence",Fact/Evidence
4739,463-ARR,463-ARR_v2_38@1,,"In Table 1, we report the test scores on the GLUE benchmark and the required new parameters per task.",,"Add,Fact/Evidence",Fact/Evidence
4740,463-ARR,463-ARR_v2_38@2,,Here we use BERTlarge as the PLM.,,"Add,Fact/Evidence",Fact/Evidence
4741,463-ARR,463-ARR_v2_38@3,,"AdapterBias reaches 81.2 average score in GLUE benchmark, with the smallest amount of parameters (0.17M) added per task.",,"Add,Fact/Evidence",Fact/Evidence
4742,463-ARR,463-ARR_v2_38@5,,The settings are the same as in Table 1.,,"Add,Fact/Evidence",Fact/Evidence
4743,463-ARR,463-ARR_v2_38@6,,The Full-FT corresponds to fine-tuning the whole PLM without adding adapters.,,"Add,Fact/Evidence",Fact/Evidence
4744,463-ARR,463-ARR_v2_53@4,,The settings are the same as in Table 1.,,"Add,Fact/Evidence",Fact/Evidence
4745,463-ARR,463-ARR_v2_53@5,,The Full-FT represents finetuning the whole PLM without adding adapters.,,"Add,Fact/Evidence",Fact/Evidence
4775,465-ARR,465-ARR_v2_15@0,,GCN also provides a powerful toolkit for embedding the taxonomies into low dimension representations that could be utilized for specific tasks.,,"Add,Fact/Evidence",Fact/Evidence
4776,465-ARR,465-ARR_v2_15@1,,"For instance, Pujary et al. (2020) used GCN to learn an undirected graph derived from disease names in the MeSH taxonomy in order to detect and normalize disease mentions in biomedical texts.",,"Add,Fact/Evidence",Fact/Evidence
4777,465-ARR,465-ARR_v2_29@0,,"MeSH taxonomies are organized in 16 categories, and each is further divided into subcategories.",,"Add,Fact/Evidence",Fact/Evidence
4778,465-ARR,465-ARR_v2_29@1,,"Within each subcategory, MeSH terms are ordered hierarchically from most general to most specific, up to 13 hierarchical levels.",,"Add,Fact/Evidence",Fact/Evidence
4779,465-ARR,465-ARR_v2_52@0,,"If the label appears in M , we assign 1, 0 otherwise.",,"Add,Fact/Evidence",Fact/Evidence
4780,465-ARR,465-ARR_v2_66@1,,"We also download the entire MEDLINE collection based on the PubMed Annual Baseline Repository (as of Dec. 2020) and obtain 31,850,051 citations with titles and abstracts.",,"Add,Fact/Evidence",Fact/Evidence
4781,465-ARR,465-ARR_v2_66@2,,"In order to reduce bias, we only focus on articles that are annotated by human curators (not annotated by a 'curated' or 'auto' modes in MEDLINE).",,"Add,Fact/Evidence",Fact/Evidence
4782,465-ARR,465-ARR_v2_66@3,,"We then match PMC articles with the citations in PubMed to PMID and obtain a set of 1,284,308 citations.",,"Add,Fact/Evidence",Fact/Evidence
4783,465-ARR,465-ARR_v2_66@4,,"Out of these PMC articles, we use the latest 20,000 articles as the test set, the next latest 200,000 articles as the validation data set, and the remaining 1.24M articles as the training set.",,"Add,Fact/Evidence",Fact/Evidence
4784,465-ARR,465-ARR_v2_66@5,,"In total, 28,415 distinct MeSH terms are covered in the training dataset.",,"Add,Fact/Evidence",Fact/Evidence
4785,465-ARR,465-ARR_v2_68@7,,"We use FAISS (Johnson et al., 2019) to find similar documents for each citation among the training set, and the whole process takes 10 hours.",,"Add,Fact/Evidence",Fact/Evidence
4786,465-ARR,465-ARR_v2_68@13,,The detailed hyper-parameter settings are shown in Table 3.,,"Add,Fact/Evidence",Fact/Evidence
4787,465-ARR,465-ARR_v2_68@14,,The code for our method is available at https://github.com/xdwang0726/KenMeSH.,,"Add,Fact/Evidence",Fact/Evidence
4807,468-ARR,468-ARR_v2_27@9,,This source sentence bias could best be mitigated by curating a new dataset which is why we chose not to focus our efforts on the Russian-English dataset.,,"Add,Claim",Claim
4808,468-ARR,468-ARR_v2_42@8,,"Column r shows the mean Pearson correlation of labels and predictions and the standard deviation over 5 runs, each training for 3 epochs = 15 minutes.",,"Add,Fact/Evidence",Fact/Evidence
4809,468-ARR,468-ARR_v2_42@9,,Column MSE is the average mean squared error.,,"Add,Fact/Evidence",Fact/Evidence
4810,468-ARR,468-ARR_v2_42@10,,"Column r target measures the performance when testing on the target sentence only and thus approximates the bias mitigation effect, where a smaller correlation is better.",,"Add,Fact/Evidence",Fact/Evidence
4811,468-ARR,468-ARR_v2_55@4,,"To further evaluate the generalisability of the proposed methods, experiments with additional datasets, low-resource language pairs as well as alternative QE architectures and language models could be conducted, too.",,"Add,Claim",Claim
4812,468-ARR,468-ARR_v2_56@2,,"Other observable biases could also be considered as candidates for the use of targeted bias reduction techniques, provided that it is possible to design a counterbalancing auxiliary task or isolate the bias well enough to deploy adversarial approaches.",,"Add,Claim",Claim
4813,468-ARR,468-ARR_v2_56@3,,"We think that if the latter scenario applies, the adapted debiased focal loss technique for regression could be worth further exploration, too.",,"Add,Claim",Claim
4962,473-ARR,473-ARR_v2_33@3,,The experiment results in Section 6 confirm our assumption.,,"Add,Fact/Evidence",Fact/Evidence
4963,473-ARR,473-ARR_v2_76@4,,We set 5 different random seeds as and report the average result of multiple runs.,,"Add,Fact/Evidence",Fact/Evidence
4964,473-ARR,473-ARR_v2_76@5,,Each run takes 7.68 GPU hours on 4 GeFource RTX 2080 Ti GPUs.,,"Add,Fact/Evidence",Fact/Evidence
4965,473-ARR,473-ARR_v2_97@0,,Table 8 shows two generation cases from English and Chinese test set respectively.,,"Add,Fact/Evidence",Fact/Evidence
4966,473-ARR,473-ARR_v2_97@1,,"In both cases, the golden definition is a long sentence with quite complicated syntax.",,"Add,Fact/Evidence",Fact/Evidence
5493,61-ARR,61-ARR_v2_15@0,,Other Metric,,"Add,Other",Other
5494,61-ARR,61-ARR_v2_16@0,,"Recently, Rastogi et al. (2020b) proposed a metric called average goal accuracy.",,"Add,Fact/Evidence",Fact/Evidence
5495,61-ARR,61-ARR_v2_16@1,,"The main difference between the average goal accuracy and the proposed relative slot accuracy is that the average goal accuracy only considers the slots with non-empty values in the gold states of each turn, whereas the proposed relative slot accuracy considers those in both gold and predicted states.",,"Add,Fact/Evidence",Fact/Evidence
5496,61-ARR,61-ARR_v2_16@2,,"Since average goal accuracy ignores the predicted states, it cannot properly distinguish a better model from a worse model in some specific situations.",,"Add,Claim",Claim
5497,61-ARR,61-ARR_v2_16@3,,We will discuss it in more detail in Section 4.1.,,"Add,Fact/Evidence",Fact/Evidence
5498,61-ARR,61-ARR_v2_25@0,,Table 1 presents the overall results.,,"Add,Fact/Evidence",Fact/Evidence
5499,61-ARR,61-ARR_v2_25@1,,"Regarding slot accuracy, the difference between the largest and smallest values is solely 1.09%.",,"Add,Fact/Evidence",Fact/Evidence
5500,61-ARR,61-ARR_v2_25@2,,It can be one of the reasons that several researchers do not report it.,,"Add,Claim",Claim
5501,61-ARR,61-ARR_v2_25@3,,"Meanwhile, relative slot accuracy can explicitly highlight the deviation among models by showing a 5.47% difference between the largest and smallest values.",,"Add,Fact/Evidence",Fact/Evidence
5612,68-ARR,68-ARR_v2_5@0,,"In order to address this issue, existing methods mainly resort to external resources.",,"Add,Claim",Claim
5614,68-ARR,68-ARR_v2_66@0,,"Furthermore, we compared with a strong baseline that uses external knowledge to enhance crosslingual MRC:",,"Add,Fact/Evidence",Fact/Evidence
5615,68-ARR,68-ARR_v2_67@0,,"LAKM is a pre-trained task proposed in (Yuan et al., 2020) by introducing external sources for phrase-level masked language modeling task.",,"Add,Fact/Evidence",Fact/Evidence
5616,68-ARR,68-ARR_v2_67@1,,"The external corpus contain 363.5k passages and 534k knowledge phrases in four languages: English (en), French (fr), German (de), and Spanish (es).",,"Add,Fact/Evidence",Fact/Evidence
5618,68-ARR,68-ARR_v2_73@2,,"On the MLQA dataset, LAKM uses a larger extra corpus to train a better backbone language model, while our method with less external data can still achieve similar performance in German (de) and Spanish (es).",,"Add,Fact/Evidence",Fact/Evidence
